id;name;pic_medium;pic_small;rank;uniques;url;views;selecionado
3ade68b6g8197fda3;Umbanda;https://s2.vagalume.com/umbanda/images/umbanda.jpg;https://s2.vagalume.com/umbanda/images/profile.jpg;8.4;1095;https://www.vagalume.com.br/umbanda/;3975;0
3ade68b6g193eeda3;Wesley Safadão;https://s2.vagalume.com/wesley-safadao/images/wesley-safadao.jpg;https://s2.vagalume.com/wesley-safadao/images/profile.jpg;8.4;1090;https://www.vagalume.com.br/wesley-safadao/;3251;1
3ade68b5gef38eda3;Daniel;https://s2.vagalume.com/daniel/images/daniel.jpg;https://s2.vagalume.com/daniel/images/profile.jpg;8.3;1073;https://www.vagalume.com.br/daniel/;3124;1
3ade68b3gec86eda3;O Rappa;https://s2.vagalume.com/o-rappa/images/o-rappa.jpg;https://s2.vagalume.com/o-rappa/images/profile.jpg;8.0;1039;https://www.vagalume.com.br/o-rappa/;2962;1
3ade68b6gd91aeda3;Pitty;https://s2.vagalume.com/pitty/images/pitty.jpg;https://s2.vagalume.com/pitty/images/profile.jpg;8.0;1037;https://www.vagalume.com.br/pitty/;3217;1
3ade68b3g5e86eda3;Natiruts;https://s2.vagalume.com/natiruts/images/natiruts.jpg;https://s2.vagalume.com/natiruts/images/profile.jpg;7.9;1020;https://www.vagalume.com.br/natiruts/;2994;1
3ade68b5gf158eda3;Padre Marcelo Rossi;https://s2.vagalume.com/padre-marcelo-rossi/images/padre-marcelo-rossi.jpg;https://s2.vagalume.com/padre-marcelo-rossi/images/profile.jpg;7.9;1018;https://www.vagalume.com.br/padre-marcelo-rossi/;2889;0
3ade68b3g2f86eda3;Lulu Santos;https://s2.vagalume.com/lulu-santos/images/lulu-santos.jpg;https://s2.vagalume.com/lulu-santos/images/profile.jpg;7.8;1016;https://www.vagalume.com.br/lulu-santos/;3194;1
3ade68b4gceb6eda3;Capital Inicial;https://s2.vagalume.com/capital-inicial/images/capital-inicial.jpg;https://s2.vagalume.com/capital-inicial/images/profile.jpg;7.8;1014;https://www.vagalume.com.br/capital-inicial/;3902;1
3ade68b6g6649eda3;Ludmila Ferber;https://s2.vagalume.com/ludmila-ferber/images/ludmila-ferber.jpg;https://s2.vagalume.com/ludmila-ferber/images/profile.jpg;7.7;1002;https://www.vagalume.com.br/ludmila-ferber/;2430;0
3ade68b5gfe48eda3;Milton Nascimento;https://s2.vagalume.com/milton-nascimento/images/milton-nascimento.jpg;https://s2.vagalume.com/milton-nascimento/images/profile.jpg;7.6;991;https://www.vagalume.com.br/milton-nascimento/;2326;0
3ade68b5gc958eda3;Simone;https://s2.vagalume.com/simone/images/simone.jpg;https://s2.vagalume.com/simone/images/profile.jpg;7.5;975;https://www.vagalume.com.br/simone/;1544;0
3ade68b7gea572ea3;Mundo Bita;https://s2.vagalume.com/mundo-bita/images/mundo-bita.jpg;https://s2.vagalume.com/mundo-bita/images/profile.jpg;7.5;966;https://www.vagalume.com.br/mundo-bita/;2443;0
3ade68b5g9b48eda3;Los Hermanos;https://s2.vagalume.com/los-hermanos/images/los-hermanos.jpg;https://s2.vagalume.com/los-hermanos/images/profile.jpg;7.4;964;https://www.vagalume.com.br/los-hermanos/;3944;1
3ade68b6g1e32fda3;Paula Fernandes;https://s2.vagalume.com/paula-fernandes/images/paula-fernandes.jpg;https://s2.vagalume.com/paula-fernandes/images/profile.jpg;7.4;964;https://www.vagalume.com.br/paula-fernandes/;3395;1
3ade68b5gd248eda3;Fábio Jr;https://s2.vagalume.com/fabio-jr/images/fabio-jr.jpg;https://s2.vagalume.com/fabio-jr/images/profile.jpg;7.3;946;https://www.vagalume.com.br/fabio-jr/;2906;1
3ade68b6g4b3ceda3;Palavra Cantada;https://s2.vagalume.com/palavra-cantada/images/palavra-cantada.jpg;https://s2.vagalume.com/palavra-cantada/images/profile.jpg;7.2;934;https://www.vagalume.com.br/palavra-cantada/;2065;0
3ade68b5gb448eda3;Gal Costa;https://s2.vagalume.com/gal-costa/images/gal-costa.jpg;https://s2.vagalume.com/gal-costa/images/profile.jpg;7.1;916;https://www.vagalume.com.br/gal-costa/;1927;1
