;artista;musica;letra;selecionado
1297;Capital Inicial;Fátima;"Vocês esperam uma intervenção divina
Mas não sabem que o tempo agora está contra vocês
Vocês se perdem no meio de tanto medo
De não conseguir dinheiro pra comprar sem se vender

E vocês armam seus esquemas ilusórios
Continuam só fingindo que o mundo ninguém fez
Mas acontece que tudo tem começo
E se começa um dia acaba, eu tenho pena de vocês

E as ameaças de ataque nuclear
Bombas de nêutrons não foi Deus quem fez
Alguém, alguém um dia vai se vingar
Vocês são vermes, pensam que são reis

Não quero ser como vocês
Eu não preciso mais
Eu já sei o que eu tenho que saber
E agora tanto faz...

Três crianças sem dinheiro e sem moral
Não ouviram a voz suave que era uma lágrima
E se esqueceram de avisar pra todo mundo
Que ela talvez tivesse nome e era Fátima

E de repente o vinho virou água
E a ferida não cicatrizou
E o limpo se sujou e no terceiro dia
Ninguém ressuscitou...";1
1298;Capital Inicial;Fogo;"Você é tão acostumada
A sempre ter razão
Você é tão articulada
Quando fala não pede atenção
O poder de dominar é tentador
Eu já não sinto nada
Sou todo torpor

É tão certo quanto o calor do fogo
É tão certo quanto o calor do fogo
Eu já não tenho escolha
Participo do seu jogo
Eu participo

Não consigo dizer se é bom ou mau
Assim como o ar me parece vital
Onde quer que eu vá
O que quer que eu faça
Sem você, não tem graça

Você sempre surpreende
E eu tento entender
Você nunca se arrepende
Você gosta e sente até prazer
Mas se você me perguntar
Eu digo sim
Eu continuo
Porque a chuva não cai
Só sobre mim
Vejo os outros
Todos estão tentando

E é tão certo quanto o calor do fogo
Eu já não tenho escolha
Participo do seu jogo
Eu participo

Não consigo dizer se é bom ou mau
Assim como o ar me parece vital
Onde quer que eu vá
O que quer que eu faça
Sem você, não tem graça

É tão certo quanto o calor do fogo
É tão certo quanto o calor do fogo
Eu já não tenho escolha
Participo do seu jogo
Eu participo do seu jogo";1
1299;Capital Inicial;Eu Vou Estar;"Eu não vou pro inferno
Eu não iria tão longe por você
Mas vai ser impossível não lembrar
Vou estar em tudo em que você vê
Nos seus livros, nos seus discos
Vou entrar na sua roupa
E onde você menos esperar
Eu vou estar

Eu não vou pro céu também
Eu não sou tão bom assim
E mesmo quando encontrar alguém
Você ainda vai ver, a mim
Nos seus livros, nos seus discos
Vou entrar na sua roupa
E onde você menos esperar

Embaixo da cama
Nos carros passando
No verde da grama
Na chuva chegando
eu vou voltar
Nos seus livros, nos seus discos
Vou entrar na sua roupa
E onde você menos esperar
Eu vou estar";1
1300;Capital Inicial;Natasha;"Dezessete anos e fugiu de casa
Às sete horas da manhã do dia errado
Levou na bolsa umas mentiras pra contar
Deixou pra trás os pais e o namorado
Um passo sem pensar
Um outro dia, um outro lugar
Pelo caminho garrafas e cigarros
Sem amanhã por diversão roubava carros
Era Ana Paula agora é Natasha
Usa salto quinze e saia de borracha

Um passo sem pensar
Um outro dia, um outro lugar

O mundo vai acabar
E ela só quer dançar
O mundo vai acabar
E ela só quer dançar, dançar, dançar
Pneus de carros cantam
Tchururu, Tchuru, Tchuru
Tchururu, Tchuru, Tchuru
Tchururu, Tchuru, Tchuru
Tchururu, Tchuru, Tchuru

Tem sete vidas
Mas ninguém sabe de nada
Carteira falsa com idade adulterada
O vento sopra enquanto ela morde
Desaparece antes que alguém acorde
Um passo sem pensar
Um outro dia, um outro lugar
Cabelo verde, tatuagem no pescoço
Um rosto novo, um corpo feito pro pecado
A vida é bela o paraíso um comprimido
Qualquer balaco ilegal ou proibido

Um passo sem pensar
Um outro dia, um outro lugar

O mundo vai acabar
E Ela só quer dançar
O mundo vai acabar
E Ela só quer dançar, dançar, dançar
O mundo vai acabar
E Ela só quer dançar
O mundo vai acabar
E Ela só quer dançar, dançar, dançar
Pneus de carros cantam
Tchururu, Tchuru, Tchuru
Tchururu, Tchuru, Tchuru
Tchururu, Tchuru, Tchuru
Tchururu, Tchuru, Tchuru";1
1301;Capital Inicial;O Passageiro;"Eu sou o passageiro
Eu rodo sem parar
Eu rodo pelos subúrbios escuros
Eu vejo estrelas saindo no céu
É o claro e o vazio do céu
Mas essa noite tudo soa tão bem

Entre no meu carro
Nós vamos rodar
Seremos passageiros da noite
E veremos a cidade em trapos
E veremos o vazio do céu
Sob os cacos dos subúrbios daqui

Mas essa noite tudo soa tão bem
Cantando lá-lá, lá-lá (lá-lá-lá-lá)
Cantando lá-lá, lá-lá (lá-lá-lá-lá)
Cantando lá-lá, lá-lá (lá-lá-lá-lá) lá-lá-lá

Olha o passageiro
Como, como ele roda
Olha o passageiro
Roda sem parar

Ele olha pela janela
E o que ele vê
Ele vê sinais no céu
E ele vê as estrelas que saem
E ele vê a cidade em trapos
E ele vê o caminho do mar

E tudo isso foi feito pra mim e você
Tudo isso foi feito pra mim e você
Simplesmente pertence a mim e você
Então vamos rodar e ver o que é meu

Cantando lá-lá, lá-lá (lá-lá-lá-lá)
Cantando lá-lá, lá-lá (lá-lá-lá-lá)
Cantando lá-lá, lá-lá (lá-lá-lá-lá) lá-lá-lá

Cantando lá-lá, lá-lá (lá-lá-lá-lá)
Cantando lá-lá, lá-lá (lá-lá-lá-lá)
Cantando lá-lá, lá-lá (lá-lá-lá-lá) lá-lá-lá

Eu sou o passageiro
Eu rodo sem parar
Eu sou o passageiro
Eu rodo sem parar
Eu sou o passageiro";1
1302;Capital Inicial;Gratidão;"Depois de tanto tempo eu continuo de pé
Depois de tanto tempo me voltou a fé
Que eu tinha perdido em mim
Eu sei que é difícil
Não é tão simples assim
Eu não conseguia respirar
Parecia meu fim eu ia me afogar
Sozinho eu não ia conseguir 
Você mostrou o caminho por onde dava pra ir
Me ajudou a levantar depois que eu caí
Me ajudou a levantar depois que eu caí
Tem dias que parecem conspiração
Portas se fecham 
Todos dizem não
E nada faz passar a dor
De se sentir só
Só mais um perdedor
Sozinho eu não ia conseguir 
Você mostrou o caminho por onde dava pra ir
Me ajudou a levantar depois que eu caí
Me ajudou a levantar depois que eu caí
ÀS vezes acho que é perseguição
Não ter nada, vivendo em solidão
Por isso fiz essa canção
Parece bobagem, mas é gratidão...
Sozinho eu não ia conseguir 
Você mostrou o caminho por onde dava pra ir
Me ajudou a levantar depois que eu caí
Me ajudou a levantar depois que eu caí";1
1303;Capital Inicial;O Mundo;"Thururuthu, thururuthu, thururuthuru, thururuthu 
Thururuthu, thururuthu, thururuthuru, thururuthu 

Você que já esteve no céu 
Foi tudo divertido pra você? 
Chega a hora então de provar tudo que existe 
Tire agora os sapatos jogue tudo pro alto sinta o chão 
Aprender a andar descalço num mundo de asfalto e sem coração 
Até que o mundo gire ao seu redor 

Thururuthu, thururuthu, thururuthuru, thururuthu 
Thururuthu, thururuthu, thururuthuru, thururuthu 

Obrigado por passar mas estou de saída 
Tem alguma coisa nova pra fazer? 
Vamos lá então ter um dia diferente 
Eu só quero curtir ficar a toa viver numa boa 
E você quer respostas exige provas músicas novas 
Até que o mundo gire ao seu redor 

Vão falar que você não é nada 
Vão falar que você não tem casa 
Vão falar que você não merece que anda bebendo e está perdido 
E não importa o que você dissesse 
Você seria desmentido 
Vão falar que você usa drogas e diz coisas sem sentido 
Se eu for ligar para o que é que vão falar não faço nada 

Eu procuro tentar entender 
Porque eu sou tão importante pra você 
Já que é bem melhor ser importante pra si mesmo 
Eu não quero mudar ser mais discreto ser mais esperto 
Já cansei de propostas de dar respostas e ter que dar certo 
Até que o mundo gire ao meu redor 

Vão falar que você não é nada 
Vão falar que você não tem casa 
Vão falar que você não merece que anda bebendo e está perdido 
E não importa o que você dissesse 
Você seria desmentido 
Vão falar que você usa drogas e diz coisas sem sentido 
Se eu for ligar para o que é que vão falar não faço nada 

Thururuthu, thururuthu, thururuthuru, thururuthu";1
1304;Capital Inicial;Música Urbana;"Contra todos e contra ninguém
O vento quase sempre nunca tanto diz
Estou só esperando o que vai acontecer (uo ho ho)

Eu tenho pedras nos sapatos
Onde os carros estão estacionados
Andando por ruas quase escuras os carros passam...

Contra todos e contra ninguém
O vento quase sempre nunca tanto diz
Estou só esperando o que vai acontecer (ou o ho)

Eu tenho pedras nos sapatos
Onde os carros estão estacionados
Andando por ruas quase escuras os carros passam...

As ruas têm cheiro de gasolina e óleo diesel
Por toda plataforma, Toda a plataforma
Por toda a plataforma você não vê a torre... yeah

(Oho-uo-uo ho. Oho-uo-uo ho. Uo o ho.)

Tudo errado mas tudo bem
Tudo quase sempre como eu sempre quis
Sai da minha frente que agora eu quero ver (uo o ho)

Não me importam os seus atos
Eu não sou mais um desesperado
Se eu ando por ruas quase escuras as ruas passam...

Tudo errado mas tudo bem
Tudo quase sempre como eu sempre quis
Sai da minha frente que agora eu quero ver... (uo o ho)

Não me importam os seus atos
Eu não sou mais um desesperado
Se eu ando por ruas quase escuras as ruas passam...

As ruas têm cheiro de gasolina e óleo diesel
Por toda plataforma, Toda a plataforma
Por toda a plataforma você não vê a torre... yeah

(Oho-uo-uo ho. Oho-uo-uo ho uo o. Uo o ho.)

""Deixa eu ver essas mãos aí pra cima, vai!""";1
1305;Capital Inicial;Tudo Que Vai;"Hoje é o dia
Eu quase posso tocar o silêncio
A casa vazia
Só as coisas que você não quis
Me fazem companhia
Eu fico à vontade com a sua ausência
Eu já me acostumei a esquecer

Tudo que vai
Deixa o gosto, deixa as fotos
Quanto tempo faz
Deixa os dedos, deixa a memória
Eu nem me lembro mais

Salas e quartos
Somem sem deixar vestígio
Seu rosto em pedaços
Misturado com o que não sobrou
Do que eu sentia
Eu lembro dos filmes que eu nunca vi
Passando sem parar
Em algum lugar.

Tudo que vai
Deixa o gosto, deixa as fotos
Quanto tempo faz
Deixa os dedos, deixa a memória
Eu nem me lembro mais

Fica o gosto, ficam as fotos
Quanto tempo faz
Ficam os dedos, fica a memória
Eu nem me lembro mais

Quanto tempo, eu já nem sei mais o que é meu
Nem quando, nem onde

Tudo que vai
Deixa o gosto, deixam as fotos
Quanto tempo faz
Deixam os dedos, deixa a memória
Eu nem me lembro mais
Fica o gosto, ficam as fotos
Quanto tempo faz
Ficam os dedos, fica a memória
Eu nem me lembro mais

Eu nem me lembro mais... (4x)";1
1306;Capital Inicial;Independência;"Toda essa curiosidade que você tem pelo que eu faço
Eu não gosto de me explicar, eu não gosto de me explicar
Toda essa intensidade, buscamos identidade
Mas não sabemos explicar, mas não sabemos explicar

Se paro e me pergunto: será que existe alguma razão
Pra viver assim se não estamos de verdade juntos

Procuramos independência
Acreditamos na distância entre nós
Procuramos independência
Acreditamos na distância entre nós

Toda essa meia verdade no que temos nos conformado
Só conseguimos nos afastar. Mas aprendemos a aceitar
Tantas coisas pela metade, como essa imensa vontade
Que não sabemos explicar, que não sabemos saciar

Se paro e me pergunto: será que existe alguma razão
Pra viver assim se não estamos de verdade juntos

Procuramos independência
Acreditamos na distância entre nós
Procuramos independência
Acreditamos na distância entre nós

Procuramos independência
Acreditamos na distância entre nós
Procuramos independência
Acreditamos na distância entre nós

Na-na narau, na-na narau uhu, aha, yeah
Na-na narau, na-na narau

Toda essa curiosidade
Toda essa intensidade
Toda essa meia verdade
Tantas coisas pela metade
Toda essa curiosidade
Toda essa intensidade";1
1307;Capital Inicial;Mulher de Fases;"Que mulher ruim
Jogou minhas coisas fora
Disse que em sua cama eu não deito mais não
A casa é minha, você que vá embora
Já pra saia de sua mãe e deixa meu colchão

Ela é ""pró"" na arte de pentelhar e aziar
É campeã do mundo
A raiva era tanta que eu nem reparei que a lua diminuia
A doida tá me beijando há horas
Disse que se for sem eu não quer viver mais não
Me diz, Deus, o que é que eu faço agora?
Se me olhando desse jeito ela me tem na mão
""Meu filho, aguenta.
Quem mandou você gostar
Dessa mulher de fases?""

Complicada e perfeitinha,
Você me apareceu.
Era tudo que eu queria,
Estrela da sorte.
Quando à noite ela surgia,
Meu bem, você cresceu...
Meu namoro é na folhinha,
Mulher de fases.

Põe fermento, põe as ""bomba""
Qualquer coisa que aumente e a deixe bem maior que o Sol
Pouca gente sabe que, na noite, o frio é quente e arde e eu acendi
Até sem luz dá pra te enxergar o lençol
fazendo ""congo-blue""
É pena, eu sei, amanhã já vai miar... Se aguente,
Que lá vem chumbo quente!

Complicada e perfeitinha,
Você me apareceu.
Era tudo que eu queria,
Estrela da sorte.
Quando à noite ela surgia,
Meu bem você cresceu...
Meu namoro é na folhinha,
Mulher de fases!

Complicada e perfeitinha,
Você me apareceu.
Era tudo que eu queria,
Estrela da sorte.
Quando à noite ela surgia,
Meu bem você cresceu...
Meu namoro é na folhinha";1
1308;Capital Inicial;Só Eu Sei;"Só eu sei
Quantos invernos passei
Pra chegar aqui

Só eu sei
Há quantas estrelas caindo na terra
Eu pedi

Desertos gelados
Brinquedos quebrados
Em vidas que nunca vivi

Sorrindo de medo
Contando nos dedos
De quantas entradas saí
Pra chegar aqui
Pra chegar aqui

O mesmo céu
O mesmo mar
Um outro dia pra recomeçar


Só eu vi
As longas estradas escuras
Que atravessei

Só eu vi
Por quantas esquinas e portas fechadas
Eu passei

Planeta sem vida
Inocência perdida
Mentiras que acreditei

Deus e loucos
Lembrando aos poucos
Em quantas saídas entrei
Pra chegar aqui
Pra chegar aqui

O mesmo céu
O mesmo mar
Um outro dia pra recomeçar


Só eu sei
Quantos invernos passei
Pra chegar aqui

Só eu sei
Há quantas estrelas caindo na terra
Eu pedi

O mesmo céu
O mesmo mar
Um outro dia pra recomeçar";1
1309;Capital Inicial;Quatro Vezes Você;"Rafaela tá trancada há dois dias no banheiro
Enquanto a sua mãe
Toma prozac, enche a cara
E dorme o dia inteiro
Parece muito mas podia ser

Carolina pinta as unhas roídas de vermelho
Em vez de estudar
Fica fazendo poses
Nua no espelho
Parece estranho mas podia ser

O que você faz quando
Ninguém te vê fazendo
Ou que você queria fazer
Se ninguém pudesse te ver

Gabriel e a namorada se divertem no escuro
E o seu pai acha tudo que ele faz
Errado e sem futuro
É complicado mas podia ser

Mariana gosta de beijar outras meninas
De vez em quando
Beija meninos
Só pra não cair numa rotina
É diferente mas podia ser

O que você faz quando
Ninguém te vê fazendo
Ou que você queria fazer
Se ninguém pudesse te ver";1
1310;Capital Inicial;Olhos Vermelhos;"Os velhos olhos vermelhos voltaram
Dessa vez
Com o mundo nas costas 
E a cidade nos pés
Pra que sofrer se nada é pra sempre?
Pra que correr
Se nunca me vejo de frente

Parei de pensar e comecei a sentir
Nada como um dia após dia
Uma noite, um mês
Os velhos olhos vermelhos voltaram
De vez

Os velhos olhos vermelhos enganam
Sem querer
Parecem claros, frios, distantes
Não têm nada a perder
Por que se preocupar por tão pouco?
Por que chorar
Se amanhã tudo muda de novo?

Parei de pensar e comecei a sentir
Nada como um dia após dia
Uma noite, um mês
Os velhos olhos vermelhos voltaram de vez";1
1311;Capital Inicial;Todas as Noites;"Todas as noites são iguais 
Os meninos satisfeitos      
E as meninas querem mais 
Sonhos caem como chuva 
E é tarde demais           
Eu não consigo dizer não 
Hoje à noite tudo pode acontecer 
Quem olhar nos olhos 
Vê bares e sedução 
Num canto escuro 
Pequenos goles de solidão 
A noite esclarece o que o dia escondeu...                   
O que o dia escondeu... 
Meia noite, noite inteira 
3, 4, 5 da manhã 
Eu vou embora mas eu 
Sempre volto atrás  
Porque as noites são todas iguais  
Todas iguais  
Todas as noites são iguais 
De longe os disfarces 
Parecem reais 
Mãos me vestem como luva 
É tarde demais 
E eu não consigo dizer não 
Hoje à noite é cedo até amanhecer 
Quem olhar nos olhos 
Vê estrelas no chão 
Num canto escuro 
Pequenos goles de solidão  
A noite esclarece o que o dia escondeu... 
O que o dia escondeu 
Meia noite, noite inteira 
3, 4, 5 da manhã 
Eu vou embora mas eu 
Sempre volto atrás 
Porque as noites são todas iguais  
Todas iguais lá, lá, lá... 
Meia noite, noite inteira 
3, 4, 5 da manhã 
Eu vou embora mas eu 
Sempre volto atrás  
Porque as noites são todas iguais";1
1312;Capital Inicial;Cai A Noite;"Cai a noite na cidade
Vinda de lugar nenhum
E o dia vai embora
Indo pra lugar algum
Não sentia fome
Não sentia frio
Sentado num canto
De um quarto vazio

Quando a chuva cai
Nas noites mais solitárias
Lembre-se que sempre...

Sombras e pensamentos
De um sonho só esperança
Nas paredes ecoavam
O silêncio e a lembrança

Entre ruas desertas
Ele está só de passagem
Na vertigem e tontura
Surgiam todo tipo de imagens

Quando a chuva cai
Nas noites mais solitárias
Lembre-se que sempre
Estarei aqui

Se virou e alcançou o céu
E a última estrela
Nada deixava passar
Tudo lembrava ela";1
1313;Capital Inicial;Eu Nunca Disse Adeus;"Eu não sei o que eu to fazendo mas tenho que fazer
Naquela noite que eu te  conheci eu acho que nunca vou esquecer
Um momento quase perfeito inocente em seus defeitos
Tudo que é bom dura pouco e não acaba cedo.

Agora pra sempre
foi embora mas eu nunca disse adeus
Agora pra sempre
foi embora mas eu nunca disse.

Eu disse vamo embora to meio tonto
Preciso respirar lá fora
Me leve para sua casa
Eu quero dormir onde você mora
Eu passando mal e você ria
Tanto barulho eu não entendia
Mas concordava sem saber
Com tudo que você dizia.

Se me pedisse pra pular de um prédio
Eu diria sim
Qualquer coisa pra você gostar de mim.

Agora pra sempre
foi embora mas eu nunca disse adeus
Agora pra sempre
foi embora mas eu nunca disse.

Eu perdi o rumo e comecei a delirar
Acho que prometi até parar de beber e de fumar
De repente a noite acaba e todo mundo some
Eu me lembrei que eu esqueci de perguntar o seu nome
Sem endereço nem direção por onde começar
Qualquer coisa pra poder te encontrar

Agora pra sempre
foi embora mas eu nunca disse adeus
Agora pra sempre
foi embora mas eu nunca disse.

Agora pra sempre
foi embora mas eu nunca disse adeus
Agora pra sempre
foi embora mas eu nunca disse.

Eu não como eu não rio
Eu não sei o que é adormecer
Me desculpe se eu fechar os olhos e
Desaparecer

Agora pra sempre
foi embora mas eu nunca disse adeus
Agora pra sempre
foi embora mas eu nunca disse.";1
1314;Capital Inicial;Depois da Meia Noite;"Dias de verão e noites de inverno
A cidade às vezes é um inferno
Criei então um universo onde tudo era perfeito
E feito para nós dois

Passamos muito tempo sentados na calçada
Falando sobre tudo e não dizendo nada
Seu sorriso vale mais de mil palavras
Deixa que o futuro fica pra depois

Refrão:

Depois da meia noite nós acendemos as luzes da cidade
Nos abraçamos e ficamos juntos até nascer o sol

Noites de verão e dias de inverno
Poucos minutos parecem eternos
Você sabe e eu não sei mentir
Esse mundo perfeito nunca vai existir

Não quero esquecer as noites viradas
Falando sobre o mundo até a madrugada
Nos seus olhos eu vejo a verdade
Faço o que você fizer, diga o que você quiser

Refrão

Depois da meia noite nós acendemos as luzes da cidade
Nos abraçamos e ficamos juntos até nascer o sol

Por quanto tempo só nós dois?
Por quanto tempo só nós dois?
Por quanto tempo só nós dois?

Depois da meia noite nós acendemos as luzes da cidade
Nos abraçamos e ficamos juntos até nascer o sol(2x)";1
1315;Capital Inicial;Algum Dia;"Ninguém nunca te disse
Como ser tão imperfeito
Você tem tão pouca chance
De alcançar o seu destino
É fácil fazer parte
De um mundo tão pequeno
Onde amigos invisíveis
Nunca ligam outra vez
Talvez até porque
Ninguém ligue pra você

Se você quer
Que eu feche os olhos
Pra alguém que foi viver
Algum dia lá fora
E nesse dia
Se o mundo acabar
Não vou ligar
Pra aquilo que eu não fiz

Faz muito pouco tempo
Aprendi a aceitar
Quem é dono da verdade
Não é dono de ninguém
Só não se esqueça que atrás
Do veneno das palavras
Sobra só o desespero
De ver tudo mudar
Talvez até porque
Ninguém mude por você

Se você quer
Que eu feche os olhos
Pra alguém que foi viver
Algum dia lá fora
E nesse dia
Se o mundo acabar
Não vou ligar
Pra aquilo que eu não fiz

Talvez até porque
Ninguém mude pra você

Se você quer
Que eu feche os olhos
Pra alguém que foi viver
Algum dia lá fora
E nesse dia
Se o mundo acabar
Não vou ligar
Pra aquilo que eu não fiz


* versão ao vivo";1
1316;Capital Inicial;Veraneio Vascaína;"Cuidado, pessoal, lá vem vindo a veraneio
Toda pintada de preto, branco, cinza e vermelho
Com números do lado, dentro dois ou três tarados
Assassinos armados, uniformizados

Veraneio vascaína vem dobrando a esquina

Porque pobre quando nasce com instinto assassino
Sabe o que vai ser quando crescer desde menino
Ladrão pra roubar, marginal pra matar
Papai eu quero ser policial quando eu crescer

Cuidado, pessoal, lá vem vindo a veraneio
Toda pintada de preto, branco, cinza e vermelho
Com números do lado, dentro dois ou três tarados
Assassinos armados, uniformizados

Veraneio vascaína vem dobrando a esquina

Se eles tem fogo em cima, é melhor sair da frente
Tanto faz, ninguém se importa se você é inocente
Com uma arma na mão boto fogo no país
E não vai ter problema eu sei estou do lado da lei

Cuidado, pessoal, lá vem vindo a veraneio
Toda pintada de preto, branco, cinza e vermelho
Com números do lado, dentro dois ou três tarados
Assassinos armados, uniformizados

Veraneio vascaína vem dobrando a esquina
Veraneio vascaína vem dobrando a esquina
Veraneio vascaína vem dobrando a esquina";1
1317;Capital Inicial;Tudo Vai Mudar;"Um soneto que parece um remendo
Todos falam uma língua que eu não entendo
Ando por ruas, avenidas e pontes
Procuro, mas não encontro os horizontes

Eu paro, eu ando, eu corro
Eu discordo sem parar
Sempre sigo em frente, mas eu sei que eu vou voltar

É só questão de tempo
Só esperar que tudo vai mudar
Sempre vai mudar

Sou todo ouvidos por um minuto
Eu dou conselhos que nem eu escuto
Todo mundo aqui tem algum segredo
Que aprendeu a esconder desde muito cedo

Eu paro, eu ando, eu corro
Eu discordo sem parar
Sempre sigo em frente, mas eu sei que eu vou voltar

É só questão de tempo
Só esperar que tudo vai mudar
Sempre vai mudar
É só questão de tempo
Só esperar que tudo vai mudar
Sempre vai mudar

Será que ficam nuas
e se cobrem de razão
Somem no acaso, disfarçados de paixão

É só questão de tempo
Só esperar que tudo vai mudar
Sempre vai mudar
É só questão de tempo
Só esperar que tudo vai mudar
Sempre vai mudar

Nada vai me parar
Nada vai me parar
Eu já cansei de esperar
Nada vai me parar";1
1318;Capital Inicial;Não Me Olhe Assim;"Não me olha assim
Não me queira mal
Tô correndo e eu não sei onde eu vou
Não me veja assim
Não me trate mal
Como alguém que o tempo levou

Tão normais
Distantes
Nada mais nos move
Tanto faz
Estranhos
Tão iguais

Não me olhe assim
(Na, nana, na, na, na)
Não me veja assim
(Na, nana, na, na, na)
Não me queira mal
(Na, nana, na, na, na)
Não me deixa assim

Não me esqueça assim
Não me deixe só
Como um barco perdido no mar
Se esse for o fim
Sempre vai haver
Uma luz que não vai apagar

Os sinais que não vimos
Tão reais
Não sentimos
Ideais
Impossíveis
Foi demais

Não me olhe assim
(Na, nana, na, na, na)
Não me veja assim
(Na, nana, na, na, na)
Não me queira mal
(Na, nana, na, na, na)
Não me deixa assim

Não me olhe assim
(Na, nana, na, na, na)
Não me veja assim
(Na, nana, na, na, na)
Não me queira mal
(Na, nana, na, na, na)
Não me deixa assim
Não me deixa assim

Não me olhe assim
(Na, nana, na, na, na)
Não me veja assim
(Na, nana, na, na, na)
Não me queira mal
(Na, nana, na, na, na)
Não me deixa assim

Não me olhe assim
(Na, nana, na, na, na)
Não me veja assim
(Na, nana, na, na, na)
Não me queira mal
(Na, nana, na, na, na)
Não me deixa assim";1
1319;Los Hermanos;Último Romance;"Eu encontrei-a quando não quis
Mais procurar o meu amor
E o quanto levou foi pra eu merecer
Antes um mês e eu já não sei
E até quem me vê lendo jornal
Na fila do pão sabe que eu te encontrei

E ninguém dirá 
Que é tarde demais
Que é tão diferente assim
Do nosso amor
A gente é quem sabe, pequena
Ah, vai me diz o que é o sufoco que eu te mostro alguém
A fim de te acompanhar
E se o caso for de ir à praia
Eu levo essa casa numa sacola..

Eu encontrei-a e quis duvidar
Tanto clichê
Deve não ser
Você me falou
Pra eu não me preocupar
Ter fé e ver coragem no amor
E só de te ver
Eu penso em trocar
A minha tv num jeito de te levar
A qualquer lugar
Que você queira
E ir aonde o vento for
Que pra nós dois
Sair de casa já é
Se aventurar

Ah vai me diz o que é o sossego que eu te mostro alguém 
A fim de te acompanhar
E se o tempo for te levar eu sigo essa hora 
Eu pego carona
Pra te acompanhar";1
1320;Los Hermanos;O Vento;"Posso ouvir o vento passar 
Assistir a onda bater 
Mas o estrago que faz 
A vida é curta pra ver 

Eu pensei que quando eu morrer 
Vou acordar para o tempo 
E para o tempo parar 

Um século, um mês 
Três vidas e mais 
Um passo pra trás? 
Por que será? 
...
Vou pensar 

Como pode alguém sonhar 
O que é impossível saber 
Não te dizer o que eu penso 
Já é pensar em dizer 
Isso eu vi, o vento leva! 

Não sei mas sinto que é como sonhar 
Que o esforço pra lembrar 
É vontade de esquecer 
E isso por que? 
(diz mais) 

Ú
Se a gente já não sabe mais 
Rir um do outro meu bem 
Então o que resta é chorar 
E talvez
se tem que durar 
Vem renascido o amor 
bento de lágrimas. 

Um século, três 
Se as vidas atrás 
São parte de nós 
E como será? 

O vento vai dizer lento que virá 
E se chover demais 
A gente vai saber, 
Claro de um trovão, 
Se alguém depois sorrir em paz 
(Só de encontrar...)";1
1321;Los Hermanos;Sentimental;"O quanto eu te falei que isso vai mudar
Motivo eu nunca dei...
Você me avisar, me ensinar,
falar do que foi pra você, não vai me livrar de viver !

Quem é mais sentimental que eu?!
Eu disse e nem assim se pôde evitar...

De tanto eu te falar, você subverteu
o que era um sentimento e assim fez dele razão...
pra se perder no abismo que é pensar e sentir

Ela é mais sentimental que eu!
Então fica bem...
...se eu sofro um pouco mais...

""Si ella te habla así, con tantos rodeos, es para seducirte
y verte buscando el sentido de aquello que vos oirías displicentemente.
Si ella fuera directa, vos la rechazarías"".

Eu só aceito a condição de ter você só pra mim
Eu sei, não é assim, mas deixa...
Eu só aceito a condição de ter você só pra mim
Eu sei, não é assim, mas deixa eu fingir... e rir.";1
1322;Los Hermanos;Alem do Que Se Vê;"Moça, olha só o que eu te escrevi
É preciso força pra sonhar e perceber
Que a estrada vai além do que se vê

Sei que a tua solidão me dói
E que é difícil ser feliz
Mais do que somos todos nós
Você supõe o céu
Sei que o vento que entortou a flor
Passou também por nosso lar
E foi você quem desviou
Com golpes de pincel

Eu sei, é o amor que ninguém mais vê
Deixa eu ver a moça
Toma o teu, voa mais
Que o bloco da família vai atrás

Põe mais um na mesa de jantar
Porque hoje eu vou praí te ver
E tira o som dessa Tv
Pra gente conversar
Diz pro bamba usar o violão
Pede pro Tico me esperar
E avisa que eu só vou chegar
No último vagão

É bom te ver sorrir
Deixa vir a moça
Que eu também vou atrás
E a banda diz: assim é que se faz!

Sei que a tua solidão me dói...
Sei aquela mesa de jantar...";1
1323;Los Hermanos;Anna Julia;"Quem te ver passar assim por mim não sabe o que é sofrer
Ter que ver você assim sempre tão linda
Contemplar o sol do teu olhar, perder você no ar
Na certeza de um amor 
Me achar um nada 
Pois, sem ter teu carinho eu me sinto sozinho
Eu me afogo em solidão

Oh, Anna Julia
Oh, Anna Julia

Nunca acreditei na ilusão de ter você pra mim
Me atormenta a previsão do nosso destino
Eu passando o dia a te esperar, você sem me notar
Quando tudo tiver fim, você vai estar com um cara

Um alguém sem carinho
Será sempre um espinho dentro do meu coração

Oh, Anna Julia
Oh, Anna Julia

Sei que você já não quer o meu amor
Sei que você já não gosta de mim
Eu sei que eu não sou quem você sempre sonhou
Mas vou reconquistar o seu amor todo pra mim

Oh Anna Julia
Oh Anna Julia
Oh Anna Julia
Oh Anna Julia,Julia,Julia ou, ou, ou";1
1324;Los Hermanos;O Vencedor;"Olha lá quem vem do lado oposto
e vem sem gosto de viver
Olha lá que os bravos são escravos
sãos e salvos de sofrer
Olha lá quem acha que perder
é ser menor na vida
Olha lá quem sempre quer vitória
e perde a glória de chorar 

Eu que já não quero mais ser um vencedor,
levo a vida devagar pra não faltar amor

Olha você e diz que não
vive a esconder o coração 

Não faz isso, amigo
Já se sabe que você
só procura abrigo,
mas não deixa ninguém ver
Por que será ?

Eu que já não sou assim
muito de ganhar,
junto as mãos ao meu redor
Faço o melhor que sou capaz
só pra viver em paz.";1
